x_index,y_index,x,y,exact,qtt,abs_error
5,1,-0.8750000000000000,-1.0000000000000000,0.5538248528902734,0.5538248532255294,0.0000000003352560
5,2,-0.8750000000000000,-0.9687500000000000,0.5733611055118816,0.5733594203099783,0.0000016852019032
5,3,-0.8750000000000000,-0.9375000000000000,0.5936369539003803,0.5936363683653334,0.0000005855350469
5,4,-0.8750000000000000,-0.9062500000000000,0.6146606161012269,0.6146637303720863,0.0000031142708594
5,5,-0.8750000000000000,-0.8750000000000000,0.6364359586316627,0.6364386604314525,0.0000027017997898
5,6,-0.8750000000000000,-0.8437500000000000,0.6589616206337358,0.6589601533634268,0.0000014672703089
5,7,-0.8750000000000000,-0.8125000000000000,0.6822300394414241,0.6822251159811743,0.0000049234602498
5,8,-0.8750000000000000,-0.7812500000000000,0.7062263786587216,0.7062220222355197,0.0000043564232020
5,9,-0.8750000000000000,-0.7500000000000000,0.7309273640931933,0.7309273168513636,0.0000000472418297
5,10,-0.8750000000000000,-0.7187500000000000,0.7563000384058614,0.7563049477431465,0.0000049093372851
5,11,-0.8750000000000000,-0.6875000000000000,0.7823004522674489,0.7823074696106350,0.0000070173431861
5,12,-0.8750000000000000,-0.6562500000000000,0.8088723182407027,0.8088769423775402,0.0000046241368374
5,13,-0.8750000000000000,-0.6250000000000000,0.8359456635318704,0.8359444982498268,0.0000011652820436
5,14,-0.8750000000000000,-0.5937500000000000,0.8634355290229012,0.8634283643400898,0.0000071646828114
5,15,-0.8750000000000000,-0.5625000000000000,0.8912407742654226,0.8912309099688117,0.0000098642966109
5,16,-0.8750000000000000,-0.5312500000000000,0.9192430607921289,0.9192357248741569,0.0000073359179720
5,17,-0.8750000000000000,-0.5000000000000000,0.9473060982830077,0.9473057585622719,0.0000003397207358
